,dialog_act,utterance_content
18462,reqalts,anything else
11548,request,whats their phone number
1719,inform,i would like to find a restaurant in the north part of town that serves kosher food
6056,thankyou,thank you good bye
10689,inform,uh doesnt matter
562,inform,expensive
14949,inform,any area
24875,thankyou,thank you goodbye
368,thankyou,thank you good bye
16997,inform,indian food west part of town
676,inform,id like to find a restaurant in any area serving mediterranean food
5197,request,what is the address
9975,inform,italian
13028,inform,east
13079,request,what is the price range
18947,inform,doesnt matter
19087,inform,any
10532,request,what type of food is it
24545,thankyou,thank you good bye
24698,inform,dont care
264,request,phone number
1274,inform,dont care
10759,negate,no
18444,inform,west
16458,reqalts,is there anything else
11181,inform,im looking for a restaurant in the east part of town that serves indian food
1572,inform,im looking for a moderate priced restaurant in the south part of town
21374,thankyou,thank you goodbye
23688,inform,thai food
13701,request,okay what was the name
20057,inform,catalonia food
7068,inform,i do not care
7703,request,phone number
9038,inform,dont care
11274,request,whats the post code
679,request,what is the phone number
19622,inform,i dont care
11047,inform,north
18189,request,what is the address
12655,inform,any
2529,inform,thai food
9972,inform,im looking for an expensive restaurant that serves irish food
14058,request,phone number
25338,inform,im looking for a christmas food in the south part of town
8522,request,post code
6466,inform,doesnt matter thai food
15097,affirm,yeah can i um
24219,request,and the price range
18229,inform,could i have a restaurant that serves asian oriental food
3888,inform,i dont care
24781,inform,east part of town
2648,inform,expensive
24818,inform,any
771,request,whats the phone number
13910,thankyou,thank you good bye
17011,affirm,yes
1173,request,post code
14439,inform,looking for a cheap restaurant
15555,inform,north
8516,inform,noise west
15456,inform,chinese food
9173,request,address
10882,inform,dont care
21735,inform,restaurant south part of town christmas food
8276,inform,west
25037,thankyou,thank you good bye
5894,inform,im looking for a cheap restaurant in the north part of town
21261,inform,italian food
15095,request,whats the phone number
24351,reqalts,how about italian food
1685,thankyou,thank you good bye
19397,request,what is the phone number
14496,request,what is their address and phone number
18675,request,phone number
4427,thankyou,thank you good bye
492,request,phone number
17330,request,address
110,request,and whats the phone number
7025,inform,doesnt matter
12578,inform,i am looking for gastropub food
17173,inform,is there greek greek food in the moderately price range
17450,inform,i dont care about price range
4692,request,breath what type of food is it
22167,inform,i dont care
24809,inform,moderate range
1533,reqalts,how about cantonese food
12775,inform,any
24084,request,area of the venue
5882,thankyou,thank you good bye
23273,inform,austrian food
14492,request,noise can you repeat the post code please
7608,inform,european food
9211,thankyou,thank you good bye
7966,reqalts,how about asian oriental food
1229,thankyou,thank you good bye
840,request,and what area of town are they
11290,request,address
1653,inform,thai food
6291,inform,expensive
10116,request,may i have the phone number and address
8661,inform,i want a restaurant in the center of town
72,thankyou,thank you good bye
1766,inform,indian food in the south
5524,thankyou,thank you
12752,inform,south
2739,thankyou,thank you goodbye
14775,request,can i get their address
6407,inform,im looking for a moderately priced restaurant that serves bistro
15554,inform,i want to find a moderately priced restaurant
18798,inform,south
19928,request,um could i have the address
14650,inform,spanish food
7860,request,what is the phone number
8919,request,what is the address and phone number
13128,request,okay and whats the post code
21752,request,what is the phone number
13102,thankyou,thank you good bye
3173,inform,south
16303,inform,european
22377,negate,no
4741,inform,north
21397,reqalts,another
9514,request,address
1376,inform,could i have the asian oriental restaurant
13465,inform,asian
249,inform,cheap restaurant south part of town
17542,inform,im looking for a restaurant serving unusual food
1021,request,address
16267,reqalts,how about chinese type of food
10269,reqalts,is there anything else
15917,inform,international food
15733,thankyou,thank you good bye
680,thankyou,thank you good bye
21439,inform,moderately priced any foo
3329,inform,i dont care
7634,request,area
8591,request,whats the post code
4690,inform,breath id like a cheap restaurant in the south part of town
12837,inform,north part of town
5473,request,could i have the address and phone number
11815,bye,good bye
3428,request,uh can i get the phone number
11690,request,phone number
10370,inform,portuguese
20732,inform,south
21552,inform,expensive
18621,request,can i have the address
1342,affirm,yes
2071,negate,no thank you good bye
6469,request,whats the price range
22723,request,whats the phone number
15802,inform,hungarian food
4530,inform,i want a cheap restaurant in the north
12827,inform,and asian
19690,reqalts,how about cheap portuguese food
19350,inform,dont care
1347,inform,thai food
23850,thankyou,thank you good bye
14792,inform,what does rice house
11063,request,postcode
13433,inform,polynesian food
18707,affirm,yes
21547,inform,food
9101,affirm,yes
24150,inform,looking for an expensive restaurant that
22176,confirm,is it in the center
4616,reqalts,thats great what else is there
15574,inform,sea food
8779,inform,in the west
4124,inform,food
21273,inform,it should serve caribbean food
5915,thankyou,okay thank you good bye
22301,request,phone number
6166,thankyou,thank you good bye
8711,thankyou,thank you good bye
2066,inform,i got to find a cheap restaurant that serves mexican food
7637,inform,a restaurant in the east part of town that serves caribbean food
13699,affirm,yes
22478,inform,i would like an expensive restaurant
14852,request,whats the address
6077,inform,im looking for a cheap restaurant in the west part of town
11600,request,whats the address
11634,inform,north
22557,request,can i have the address and the phone number of the venue
10048,hello,hi im looking for a moderately priced restaurant in the west part of town
4962,request,what is the phone number
3976,inform,looking for something cheap
12437,inform,south
6248,request,can i have the phone number
15032,request,post code
23492,inform,korean food
22728,inform,uh i dont care
24410,inform,im looking for an expensive restaurant and it should serve fus
3436,thankyou,thank you good bye
23100,request,area
20946,request,and their phone number
1222,inform,expensive
22536,request,can i have the phone number of the venue
1991,request,what is the address and phone number
12702,thankyou,thank you good bye
1931,request,what is the address
3225,request,may i have the phone number and post code
5236,thankyou,thank you goodbye
22341,request,type of food
12230,request,price
12483,request,whats the price range
3538,inform,south part of town
6288,inform,mediterranean
22364,request,what type of food does it serve
7755,inform,dont care
4058,inform,italian food cheap restaurant
15573,inform,sea food
10537,thankyou,thank you good bye
9191,inform,i want to find a cheap restaurant and it should serve scandinavian food
20511,inform,east
19961,inform,i dont care
13905,inform,can i have an expensive restaurant
2849,request,what is the price range
20059,inform,chinese
601,request,address
17184,inform,moderate
19807,request,whats the address
10266,thankyou,thank you good bye
12522,request,what is the phone number
12514,thankyou,thank you good bye
11982,inform,im looking for thai food
19507,request,whats the address
21194,inform,it doesnt matter
11021,request,address
17554,negate,no
13426,thankyou,thank you good bye
3753,affirm,yes
16650,inform,im looking for vegetarian food in any price range
8117,inform,im looking for something moderately priced
8961,affirm,yes that sells korean food
9415,request,phone number
3315,thankyou,thank you good bye
1038,request,phone number
11856,request,phone
7750,request,address
15057,thankyou,thank you good bye
18385,inform,moderate
2727,inform,moderately priced international food
12551,inform,i am looking for an expensive restaurant serving kitalian food
8700,reqalts,what about vietnamese type of food
22156,inform,looking for portuguese food in the south part of town
24092,bye,good bye
24162,inform,italian food
5368,inform,italian
15354,inform,in the north part of town
22927,inform,im looking for a restaurant in any area that
3793,request,type of food does it serve
6878,inform,restaurant
7967,request,can i get the address and phone number
286,inform,thai
22125,inform,looking for expensive tuscan food
24300,thankyou,thank you goodbye
21115,inform,central
1605,inform,polynesian food
8983,inform,id like an expensive restaurant that serves bat food
4954,inform,i would like to find an expensive restaurant serving
21763,thankyou,thank you good bye
4707,inform,could i have the restaurant that serves asian oriental food
5107,request,price range
22652,inform,west
3513,inform,vietnamese food
22784,request,whats the phone number
10316,thankyou,thank you good bye
18912,inform,chinese
3555,inform,i dont care
14477,inform,expensive restaurant
16442,thankyou,thank you good bye
8359,inform,any
1710,request,what type of food
17976,inform,does not matter
7331,inform,i dont care
9303,thankyou,thank you good bye
18888,negate,no caribbean
16094,inform,inexpensive
7546,negate,no
19386,inform,cheap
20339,thankyou,thank you good bye
3707,request,what is the area
22282,inform,vietnamese food
20580,inform,okay well any price range at all
12979,reqalts,how about the center area
9279,negate,no
5549,inform,im looking for a cheap restaurant in the
548,thankyou,thank you good bye
25362,request,the phone number
15314,inform,any part
20601,request,whats the phone number
475,thankyou,thank you good bye
13523,thankyou,thank you good bye
2148,request,whats the post code
7424,request,phone number
10911,inform,indian food
5101,thankyou,thank you good bye
19075,request,what is the address and phone number
6533,inform,any
10072,inform,um is doesnt matter
1918,request,phone number
20882,inform,bistro food
17579,inform,cheap price range
5073,request,phone number
23730,request,phone number
24507,reqalts,what about portuguese food
13613,affirm,yes
1782,inform,german
17361,reqalts,anything else
13773,request,can i have the address and phone number please
1720,inform,italian food
13720,inform,asian oriental
14150,request,whats the address
5923,reqalts,how about british
20443,reqalts,anything else
20478,inform,im looking for
15971,request,whats the phone number
10493,thankyou,thank you good bye
11777,inform,korean food moderate price
11867,inform,expensive restaurant
17380,reqalts,uh what about indian
13711,inform,i dont care
17117,reqalts,how about british food
11613,inform,catalan
23145,inform,i dont care
17018,request,what is the address
127,request,what do they serve
3388,request,phone number
20971,affirm,yes
24789,inform,expensive restaurant
24350,reqalts,how about italian food
15503,inform,something cheap
24183,thankyou,thank you good bye
7491,request,what kind of food does it serve
22672,request,what is the phone number
5618,inform,im looking for a cheap restaurant in the east part of town
12753,inform,south
22011,request,whats the post code
5460,request,what is the phone number
23058,inform,west
8329,inform,any thing
2786,inform,east
25175,inform,im looking for moderately priced restaurant
1001,request,what type of food
8693,inform,uh any type of food
14255,inform,i dont care
23482,request,what about the area
2690,inform,asian
10738,thankyou,thank you good bye
23816,inform,i dont care
9518,inform,any
24660,inform,a restaurant in the center that serves leban
18232,inform,i need a restaurant that serves asian oriental food
10130,inform,how how bout chinese food
18627,inform,the south
21302,negate,no
24176,inform,hungarian food
25195,inform,i dont care
4063,thankyou,thank you good bye
13224,inform,i dont care
22210,hello,hi i would like an expensive restaurant in the east part
14149,inform,it doesnt matter
8433,inform,theres no such venue unintelligible indian type of food
10327,thankyou,thank you good bye
23814,affirm,yes
19951,request,phone number
12561,affirm,yes
23669,inform,cheap restaurant
20663,request,phone number
10019,request,and the post code
10366,request,phone number please
23351,request,phone number
13078,request,what is the address
5533,inform,italian food
24980,negate,no catalan
25295,inform,italian food please
20987,inform,i dont care
6040,request,okay can i get their address
7297,inform,can i find an expensive restaurant that serves traditional food
11025,request,post code
8985,request,could i have their address and phone number please
3991,request,what part of town is it
8476,inform,cheap restaurant north part of town
2763,bye,good bye
20491,inform,the center
6789,request,phone number
12612,bye,okay well thank you good bye
13435,negate,no in any area
14341,inform,i want to find an expensive restaurant that
24454,inform,expensive
18697,inform,spanish food
4657,inform,it doesnt matter dear
18242,inform,id like a restaurant in any area that serves vegetarian food
1326,inform,id like to find a moderately priced restaurant
17440,inform,cheap restaurant in the south part of town
5945,inform,moderate eur
2899,inform,caribbean food
16860,inform,im looking for a cheap restaurant in the north of town
350,request,address phone number prices
11296,request,address
25480,reqalts,what about italian food
9822,inform,any
13004,thankyou,thank you good bye
4255,inform,turkish food
9924,request,address
24702,inform,i want a moderate priced restaurant in the north part of town
1771,inform,any food
20950,inform,moroccan food
16333,reqalts,how about chinese food
5235,request,the area
12732,affirm,yes
1155,request,what is the address
10153,thankyou,thank you good bye
19143,thankyou,thank you goodbye
8940,request,phone number and post code
4671,thankyou,thank you good bye
25157,inform,caribbean food
13941,bye,good bye
5917,request,could i have the address
7023,thankyou,thank you goodbye
9388,inform,i dont care
5151,inform,barbecue
16202,inform,asian
8956,inform,im looking for a restaurant in the west part of town that serves canape food
12735,thankyou,thank you good bye
19942,thankyou,thank you good bye
7620,inform,european food
22917,bye,good bye
4402,inform,i dont care
22939,inform,im looking for
5093,inform,moderately priced restaurant
20104,affirm,uh yes id like a restaurant in the west part of town and it should serve christmas food
17051,inform,eritrean food
7054,request,could i have the address
6488,inform,i dont care
14071,inform,looking for a moderately priced restaurant
170,inform,west part of town
7940,inform,expensive
23751,affirm,yes
5539,inform,mediterranean
24663,request,the address
19065,inform,chinese foo
9611,request,what is the address
13573,inform,dont care
15644,reqalts,what else is there
7840,reqalts,what about french food
22089,reqalts,how about chinese food
13047,reqalts,anything else
1374,thankyou,thank you good bye
18097,thankyou,thank you good bye
3003,reqalts,is there anything else
1890,request,and the telephone number
12714,reqalts,what about in the west side of town
24667,request,phone number
21803,inform,asian oriental
24677,inform,spanish
2340,inform,world food any price range
14196,request,phone number
5154,request,post code
11823,inform,i am looking for a moderately priced restaurant in the north
22431,request,what about the phone number
16837,thankyou,thank you good bye
17420,inform,seafood
5428,inform,i want to find a restaurant in the north part of town and it should serve
10797,inform,im looking for a restaurant in the north part of town serving jamaican food
13882,request,and phone number
4498,request,what is the address phone number and post code
23726,affirm,yes
15882,inform,australia asian food
13268,inform,looking for a restaurant in the south part of town that serves persian
12793,request,address
11126,inform,mediterranean food
15594,request,whats the signature dish
22257,request,id like the address and area
23860,thankyou,thank you good bye
5835,request,whats the address
8060,inform,i dont care
19544,request,uh whats the phone number
11603,inform,scandinavian food
12318,thankyou,thank you good bye
3128,thankyou,thank you good bye
15901,request,what kind of food do they serve
15205,affirm,yes
11917,request,may i have the address and phone number
3511,inform,center
3524,inform,west
20280,inform,south part of town
11465,inform,east
12525,reqalts,how about korean food
19716,affirm,yes in the west part of town
18988,inform,caribbean food
4755,inform,cheap restaurant
23916,thankyou,thank you goodbye
16397,inform,either one
24159,thankyou,thank you good bye
11836,inform,indian
9839,negate,no
14268,request,food do they serve
15620,thankyou,thank you good bye
17353,negate,no
3725,inform,any
3152,thankyou,thank you good bye
20087,inform,it doesnt matter
17437,request,what is the price range
4452,reqalts,anything else
9172,request,type of food
3121,request,address
21123,inform,south of south of town
19071,inform,in the east
12736,inform,restaurant
5071,thankyou,thank you good bye
23426,inform,any range
7049,thankyou,thank you good bye
4487,inform,spanish
24952,inform,center
19123,thankyou,thank you good bye
24163,inform,west
19336,thankyou,thank you goodbye
10926,affirm,yes yes
2430,thankyou,thanks bye bye
12031,inform,cheap
4723,request,post code
7868,request,post code
11167,inform,i dont care
16665,affirm,yes
16002,inform,any part
4233,inform,im looking for a restaurant serving asian oriental
14745,reqalts,is there a restaurant in the south part of town that serves indian food
801,inform,an expensive restaurant in the south part of town
17668,inform,turkish food
16603,reqalts,how about italian
372,inform,afghan food
6058,inform,expensive
10763,thankyou,thank you goodbye
22596,request,phone number
6465,inform,im looking for a restaurant in the west part of town
15902,thankyou,thank you good bye
16329,thankyou,thank you good bye
4191,request,what is the address
3149,request,can i have the phone number please
8216,request,phone number
6652,inform,west
9150,request,type of food
23335,negate,no
22999,inform,unintelligible food
10685,request,okay can i get the phone number
17682,thankyou,thank you good bye
20015,inform,any
25403,request,what type of food does it serve
10212,affirm,yes
16190,request,what is the address
23959,reqalts,is there anything else
19135,inform,it serves turkish food
24327,inform,korean
22840,reqalts,what about british
19399,inform,cheap restaurant in the west part of town
13447,inform,dont care
11133,inform,indian
15234,inform,indian
6018,reqalts,okay how about european food
14703,request,the post code
20308,thankyou,thank you
6205,thankyou,okay thank you goodbye
16453,request,what is the address and area
22744,inform,moderate price
24390,inform,im looking for a restaurant it should serve vietnamese food
17533,negate,no australian food
15227,inform,i dont care
15479,request,can i get the phone number and area
11573,inform,noise how bout thai
14660,inform,in the east part of town that serves spanish food
22130,thankyou,thank you good bye
18600,inform,and it should be in the south part of town
23797,reqalts,how about russian food
7995,request,okay whats the address for that
767,request,whats the phone number
8642,hello,music hello
15444,inform,im looking for a moderately priced restaurant in the west part
9455,thankyou,thank you good bye
2798,inform,can i get a restaurant in the south part of town that serves cuban food
14117,thankyou,thank you goodbye
19913,reqalts,what about thai food
6130,request,whats their phone number
21923,reqalts,next one
12730,inform,turkish
19831,inform,moderately priced restaurant
1438,inform,cheap restaurant
8436,inform,im looking for a restaurant in the south part of town serving indian type of food
16952,inform,south
21940,reqalts,next
11699,inform,im looking for an expensive restaurant that serves basque food
15961,inform,indian food
11922,inform,italian
24077,thankyou,thank you good bye
1756,thankyou,thank you good bye
12822,request,phone number
23438,thankyou,okay thank you good bye
24619,reqalts,anything else
7105,thankyou,thank you good bye
12531,bye,good bye
7337,request,what is the address and phone number
15485,affirm,yes
24247,request,address please
8028,inform,i would like crossover food
3205,request,phone number
13923,request,and whats the phone number
21676,thankyou,thank you good bye
9354,negate,no
4077,request,phone number
12637,thankyou,thank you good bye
3488,inform,im looking for a cheap restaurant that serves italian food
12209,inform,breath i dont care
15763,affirm,yes
24230,inform,international food
19358,hello,hello
14845,reqalts,how about indian food
13331,affirm,yes
21295,negate,no
12920,inform,im looking for a cheap restaurant in the east part of town
19833,inform,chinese
4141,thankyou,thank you good bye
6536,inform,looking for an expensive restaurant that serves afghan food
11659,inform,does not matter
24611,request,post code
11673,request,phone number
24329,request,whats the address
13397,thankyou,thank you good bye
405,inform,east
17581,request,can i get the address and phone number
20607,request,okay whats the phone number
9047,thankyou,thank you good bye
14824,request,address
1707,thankyou,thank you good bye
20743,inform,okay im looking for a restaurant serving fre
11541,inform,im looking for a moderate priced restaurant in south part of
9506,inform,dont care
19080,request,address and food
8410,inform,west part of town
5221,thankyou,thank you good bye
6917,thankyou,thank you good bye
16003,request,address
18583,request,please let me have the address
8558,request,what is the address
24722,request,whats the address and phone number
20834,inform,looking for a restaurant in the north part of town serving bra
24243,inform,portuguese food
20985,thankyou,thank you good bye
6550,reqalts,what about asian oriental
16582,request,can i get the price range
6275,inform,gastropub
2897,inform,i dont care
9833,request,address
4031,inform,european
25479,inform,austrian food
7595,thankyou,thank you
14773,inform,expensive food
8876,request,address
23218,request,can i have the phone number please
15531,request,what is the address
73,inform,expensive
22024,reqalts,can you give me a restaurant in east part of town and
17006,reqalts,is there anything else
20472,thankyou,thank you goodbye
4092,thankyou,thank you good bye
9771,inform,cantonese food
23656,inform,any area
3623,request,phone number
13721,inform,asian oriental
18040,thankyou,thank you goodbye
12108,inform,basque
7343,inform,i want to find a restaurant serving world food
11263,thankyou,thank you good bye
12818,inform,german food
3199,request,post code
22517,inform,if there is no such venue how about european type of
12518,reqalts,how about italian
10225,affirm,yes
3162,inform,expensive restaurant in the east of town
12861,request,post code
22868,thankyou,thank you
1013,request,address
24096,request,and the telephone number
12523,bye,good bye
6759,inform,im looking for an expensive restaurant and it should be served international food
9039,inform,i am looking for a restaurant serving afghan food
14524,request,address
11625,affirm,yes
7645,inform,i dont care
8615,affirm,right
20061,request,may i have the address and phone number and post code
4055,request,whats the post code
2541,request,what kind of food does it serve
24074,inform,any anything else
7824,inform,im looking chineese food
6556,inform,east
7359,inform,im looking for thai food
17008,request,what is the phone number
6582,request,what is the phone number
1209,request,phone number
5969,inform,romanian food in the center
7789,request,what is the phone number and post code
20773,inform,i dont care
11496,inform,korean food
16960,request,and the phone number
17111,inform,i dont care
3711,request,what is the phone number
1268,inform,romanian food
5676,request,can i have their phone number
16926,thankyou,thank you good bye
13022,request,address
15130,inform,uh the north
355,inform,moderately priced in the south part of town
17201,thankyou,thank you good bye
17075,inform,mediterranean
4613,reqalts,what else is there
5125,request,phone number
9280,negate,no
5124,request,the address
20071,thankyou,thank you good bye
24749,inform,creative
1624,inform,i dont care
3170,inform,hungarian
5283,thankyou,thank you good bye
19813,request,and the address
3844,request,whats the post code
5971,inform,british food
12249,inform,danish food
929,inform,any
5871,inform,i want an expensive restaurant that serves african food
9468,inform,singaporean food
25073,inform,indian food
5159,request,phone number
7211,inform,i want to find a restaurant in the center and it should serve lebanese food
17179,inform,sea food
10722,affirm,yes
10354,reqalts,how about vietnamese
9708,thankyou,thank you good bye
12648,reqalts,how about indian food
10483,thankyou,thank you good bye
13384,bye,okay good bye
15065,request,can i get the address
20224,request,address and the post code
1681,inform,european food
23799,reqalts,how about expensive british
13883,request,and whats the address
716,request,what is the phone number
7604,request,post code
10086,inform,noise french food
14261,request,type of food
10430,inform,moderately priced in south part
22759,thankyou,thank you good bye
21944,thankyou,okay thank you good bye
12579,inform,gastropub food
18126,inform,indian indian food in the east part of town
11165,inform,i dont care
20988,reqalts,anything else
16836,inform,what about the other restaurant
10175,negate,no i want halal food
11925,thankyou,thank you
4019,request,area
22817,request,what is the address and phone number
229,inform,find indian restaurant in north of town
3597,request,post code
18037,inform,i want a cheap restaurant in the south part of town
8372,affirm,yes
5903,request,what is the post code
25147,affirm,yes
14802,request,what is their phone number
4857,inform,expensive
9671,request,address
23646,request,phone number
3423,inform,english food
12328,inform,south bart
2049,inform,looking for an expensive restaurant
10200,request,phone number
203,thankyou,thank you good bye
22049,inform,in the east part
4100,request,post code
7945,inform,im looking for a restaurant in the north part of town serving indian food
7154,thankyou,thank you good bye
24433,negate,no lebanese how do you say it
20437,affirm,yes
13291,affirm,yes
6316,inform,catalan
7776,reqalts,anything else
2026,inform,moderately priced priced restaurant
9612,request,what is the phone number
16875,hello,hello
15561,thankyou,thank you good bye
9148,request,address
29,thankyou,thank you good bye
2218,request,whats the address
10542,inform,jamaican food
8021,inform,i dont care
17537,affirm,yes
1482,inform,greek food
14173,reqalts,how about italian food
13912,inform,restaurant serving english food
13123,request,whats the phone number
11193,inform,i dont care
10256,affirm,yes
14931,inform,korean
811,inform,looking for something moderately priced on the north side of town
16717,request,what is the phone number
9317,affirm,yes
15101,affirm,yes
1567,thankyou,thank you good bye
21668,inform,it doesnt matter
19233,thankyou,thank you good bye
3617,request,phone number
16142,inform,spanish restaurant in the south part of town
22058,request,what is the address
11653,request,the address
2906,inform,i dont care
6728,request,whats their phone number
7116,inform,food
13627,thankyou,thank you good bye
1726,inform,modern european type food
14918,request,whats the address
19323,inform,im looking for a moderately priced restaurant
18673,inform,any area
13649,request,address
2224,inform,moroccan food
21470,inform,moderately priced restaurant in the south part of town
5080,request,phone number
18778,thankyou,thank you
8624,inform,im looking for a restaurant in the east part of town
5112,request,phone number
13261,inform,any part of town
24995,thankyou,thank you good bye
2027,inform,serving mexican food
6025,request,and can i have the address
8212,inform,south
7227,request,phone number
22099,request,what is the post code
13055,inform,any where
4540,request,what is the phone number
9785,inform,i dont care
19862,request,whats the address
10349,inform,restaurants
12460,thankyou,thank you good bye
18505,request,may i have the phone number please
14520,inform,mediterranean
3198,request,address
21429,negate,no
23378,request,address
9707,request,and the phone number
9851,reqalts,anything else
4307,thankyou,thank you good bye
10675,bye,good bye
18729,request,area
9562,request,what is the address
1489,thankyou,thank you good bye
566,inform,is there any expensive restaurant
11109,inform,what is a good cheap restaurant that serves portuguese food
5367,inform,im looking for a restaurant in the south part of town that serves
13916,affirm,right
21911,inform,im looking for a restaurant serving asian oriental food
11540,thankyou,thank you good bye
4091,request,phone number
7197,request,may i have the address phone number and price range
11152,reqalts,i believe you anything else
11674,request,its a type of food
9035,inform,turkish
3966,request,and their phone number
8130,request,whats its number
3004,request,whats the address
5041,request,address
16254,reqalts,how about gastropub food
17153,inform,moderate
20964,reqalts,how about north american food
24447,negate,no lebanese food
4821,inform,indian food
20586,request,what is the address
10081,inform,center
5825,request,what is the address phone number and price range
8012,thankyou,thank you good bye
23918,inform,south
536,request,address
17934,inform,italian food
22428,inform,im looking for a restaurant in the east part of town that serves chinese food
24956,inform,uh it doesnt matter
18469,request,whats the address
11032,inform,north
16294,hello,hello
22333,inform,cheap
743,thankyou,thank you goodbye
8138,inform,looking for something on the south side
23488,thankyou,thank you
6941,request,phone number
23484,request,area
21950,inform,i dont care
17395,inform,moderately priced south of town
24125,request,could i have the address please
14684,request,what kind of food is it
10998,reqalts,what about korean food
13282,confirm,is it in the center of town
15728,affirm,yes
18559,inform,east part of town
10697,request,okay and can i get the phone number
16343,request,may i have the address phone number and postcode
21845,inform,dont care
17001,request,phone number
8033,inform,modern european
8723,thankyou,thank you good bye
606,inform,thai
15105,thankyou,thank you good bye
9814,thankyou,thank you good bye
17498,request,what is the type of food
3606,inform,west
14429,inform,any
21795,inform,moderate
3241,inform,pan asian
10981,request,phone number
11141,request,whats the address
18238,negate,no
4187,inform,doesnt matter
18825,inform,it doesnt matter
6891,inform,east part
7264,reqalts,anything else
18309,request,phone number
4361,inform,i want to find a restaurant in the center that serves irish
5596,inform,im looking for an expensive restaurant
18313,inform,a restaurant
24492,request,phone number
14518,thankyou,thank you good bye
22657,inform,american
4395,inform,russian food
19035,affirm,yes
10382,inform,restaurant in the east part of town serving basque food
18957,inform,moderately priced moderately priced
16577,inform,chinese food
14375,reqalts,what about indian food
587,inform,south part of town
15275,inform,doesnt matter
22104,request,can i get the phone number
24313,inform,gastropub type foo
8054,thankyou,thank you good bye
1085,affirm,yes
11196,thankyou,thank you good bye
9291,inform,i dont care
2770,confirm,is it cheap
15624,thankyou,thank you good bye
9740,inform,asian oriental
4564,reqalts,anything else
15039,thankyou,thank you good bye
7555,inform,north
9568,reqalts,how about indian
9420,inform,spanish
17355,inform,vietnamese food
13965,bye,good bye
4806,request,phone number
752,inform,expensive french food
13713,request,phone number
6659,inform,dont care
16009,affirm,correct
11440,thankyou,thank you good bye
17707,negate,no
20223,inform,im looking for an african restaurant
16000,inform,indian
24620,request,address
10696,inform,i dont care
22788,inform,a restaurant in the center of town
6503,negate,no
21400,request,phone number
23,thankyou,thank you good bye
23051,reqalts,anything else
23969,bye,alright thank you good bye
5996,request,can i get the address
20761,inform,any
21705,inform,any
10638,inform,doesnt matter
805,thankyou,thank you goodbye
16988,negate,no indian restaurant
15744,inform,id like a restaurant that serves asian food
19027,request,what kind of food
24500,thankyou,thank you good bye
10017,inform,i dont care
19270,inform,chinese food
462,inform,chinese food
2360,thankyou,thank you good bye
18287,inform,west
10705,request,okay and uh whats their phone number please
14622,request,phone number
12877,affirm,yes
23439,inform,im looking for an expensive restaurant that serves australian food
6784,request,whats the post code
2092,thankyou,thank you good bye
10156,reqalts,is there anything else
1442,inform,food
17124,request,whats their post code
21746,request,price range
3328,inform,im looking for a restaurant in the west part of town
23367,inform,thai food
15054,request,could i have the address please
24193,reqalts,how about mediterranean
3006,request,and what type of food
17534,reqalts,what about italian food
3041,request,and what is unintelligible telephone number
22769,inform,im looking for an expensive restaurant in the south
20259,request,address
3816,thankyou,thank you good bye
22584,inform,im looking for a restaurant in the south part of town serving portuguese
10062,request,what is the address please
21050,inform,any
15188,inform,mexican food
3580,inform,kosher for in the central
6088,thankyou,thank you good bye
13383,request,what is the address
24187,inform,expensive
1905,request,price range
2542,inform,im looking for turkish food
11349,request,and the phone number
16037,inform,corsica
17196,hello,hi i would like a cheap restaurant in the north part of town
10309,inform,id like an expensive restaurant that serves mediteranean food
7206,affirm,right
9542,negate,no
8328,inform,id like to find a cheap restaurant in the west part of town
13602,inform,dont care
10151,reqalts,how about indian type of food
24548,inform,a restaurant in the south part of town that serves italian food
18503,inform,vietnamese
24408,confirm,does it serve fusion food
15740,reqalts,okay how about asian oriental
23035,inform,spanish
9701,inform,north part of town
15654,request,address phone number
11178,request,okay whats the phone number
7453,inform,gastro pub
18254,reqalts,anything else
2894,request,whats the phone number
3920,thankyou,thank you good bye
25496,inform,south
12880,request,price range
12935,inform,barbecue
4128,inform,french
20948,thankyou,thank you good bye
11447,thankyou,thank you good bye
2996,request,and the post code
4518,reqalts,do you have anything else
2999,request,whats the phone number
20193,inform,european food
12445,request,phone number
21686,thankyou,thank you good bye
13138,inform,in the center
8186,inform,moderately priced
11976,thankyou,thank you good bye
18838,thankyou,thank you good bye
4742,reqalts,anything else
10051,request,what is the address and phone number
19574,inform,canapes
16524,inform,i want a restaurant in the north part of town that serves moroccan food
14909,inform,im looking for a barbecue restaurant in the east part of town
7489,deny,i dont want chinese
3492,thankyou,thank you good bye
19952,thankyou,thank you good bye
5615,reqalts,i dont care is there anything else
18658,bye,good bye
9214,request,whats the address
21991,inform,mediterranean
10184,affirm,yes
18048,inform,can i have a cheap restaurant
16116,inform,russian food
18639,inform,can i have irish food
4380,reqalts,anything else
8020,reqalts,what about chinese food
13085,reqalts,how about turkish
4699,inform,id like a restaurant in south part of town that serves japanese
10012,inform,i dont care
7599,inform,expensive
22828,inform,european food
5810,thankyou,thank you good bye
21764,inform,moderately priced restaurant
20300,thankyou,thank you
22134,affirm,yes
16783,request,phone number
2504,inform,east
24389,thankyou,thank you good bye
11070,thankyou,thank you good bye
12932,request,what is the phone number
2934,thankyou,thank you good bye
2994,inform,im looking for a restaurant in any area and it should serve turkish
2728,reqalts,anything else
13361,inform,im looking for a restaurant in the north part of town serving indonesian
7234,inform,cheap european food
