,dialog_act,utterance_content
22713,thankyou,thank you good bye
22714,inform,i need a mexican restaurant
22715,request,thats fine whats the address
22716,request,whats the phone number
22717,request,whats the post code
22718,thankyou,thank you good bye
22719,inform,i need a moderately priced restaurant in the west part of town
22720,inform,i dont care
22721,affirm,yes
22722,request,whats the address
22723,request,whats the phone number
22724,thankyou,thank you good bye
22725,inform,i want a moderately priced cantonese restaurant
22726,reqalts,how about chinese food
22727,affirm,yes
22728,inform,uh i dont care
22729,request,whats the phone number
22730,thankyou,thank you good bye
22731,inform,im looking for a restaurant moderately pri
22732,inform,in the north part o
22733,inform,doesnt matter
22734,affirm,ye
22735,reqalts,is there another one
22736,reqalts,anything else
22737,request,do you have the phone number and post code
22738,request,and the post code
22739,thankyou,okay thank you
22740,bye,goodbye
22741,inform,im looking for a restaurant in the south part of town
22742,inform,any kind
22743,inform,south part of town
22744,inform,moderate price
22745,reqalts,anything else
22746,reqalts,anything else
22747,null,okay what was the first one
22748,request,okay the address
22749,request,phone number
22750,request,and the post code
22751,thankyou,thank you good bye
22752,inform,i want a cheap restaurant in the north part of town
22753,inform,doesnt matter
22754,affirm,yes
22755,null,and whats the other one
22756,reqalts,another one
22757,request,whats the address of royal spice
22758,request,and the post code
22759,thankyou,thank you good bye
22760,inform,im looking for a restaurant in the center of town that serves
22761,hello,hello
22762,affirm,yes
22763,reqalts,how about spanish food
22764,inform,is there a restaurant in the center of town serving
22765,inform,spanish food
22766,inform,spanish
22767,inform,spanish
22768,thankyou,thank you good bye
22769,inform,im looking for an expensive restaurant in the south
22770,inform,mexican
22771,reqalts,anything else
22772,request,what is the address
22773,request,what is the type of food
22774,thankyou,thank you good bye
22775,inform,im looking for a moderately priced in the south
22776,inform,any
22777,request,whats the address
22778,thankyou,thank you good bye
22779,inform,restaurant in the west part of town that serves ca
22780,inform,cantonese
22781,inform,vietnamese food
22782,inform,vietnamese food
22783,request,phone number
22784,request,whats the phone number
22785,null,sil
22786,request,phone number
22787,thankyou,thank you good bye
22788,inform,a restaurant in the center of town
22789,inform,vietnamese
22790,inform,vietnamese
22791,null,unintelligible
22792,reqalts,how about turkish
22793,null,kish
22794,inform,turkish restaurant
22795,inform,turkish restaurant in the center of town
22796,request,the address
22797,null,range
22798,null,range
22799,request,price range
22800,thankyou,thank you good bye
22801,inform,i want a restaurant in the center of town
22802,inform,romanian food
22803,inform,british food
22804,inform,british food
22805,affirm,yes
22806,inform,i dont care
22807,request,what is the address and phone number
22808,thankyou,thank you good bye
22809,inform,i want a cheap restaurant in the south
22810,inform,in the south part of town
22811,inform,i dont care
22812,request,what is the address
22813,thankyou,thank you good bye
22814,inform,i am looking for a moderate priced restaurant in the west of town
22815,inform,i dont care
22816,reqalts,is there anything else
22817,request,what is the address and phone number
22818,thankyou,thank you goodbye
22819,inform,im looking for a restaurant in the east part of town that serves
22820,inform,british
22821,request,what is the address and phone number
22822,request,what is the price range
22823,bye,bye
22824,thankyou,thank you good bye
22825,inform,im looking for an expensive restaurant
22826,inform,christmas food
22827,inform,european food
22828,inform,european food
22829,inform,i dont care
22830,request,what area is it in
22831,request,what is the address and phone number
22832,thankyou,thank you good bye
22833,inform,im looking for an expensive restaurant in the south part of
22834,inform,italian
22835,request,can i have the address and phone number please
22836,thankyou,thank you good bye
22837,inform,im looking for a restaurant in the west part of town that serves
22838,null,sil
22839,reqalts,what about british
22840,reqalts,what about british
22841,inform,food
22842,affirm,yes
22843,affirm,yes
22844,inform,any price range is fine
22845,request,can i can i have the address the phone number
22846,inform,of the restaurant please
22847,request,and can i have the address and phone number please
22848,thankyou,thank you goodbye
22849,inform,im looking for a restaurant in the east part of town that serves c
22850,inform,canapes
22851,reqalts,uh are there any restaurants serving chinese
22852,affirm,right
22853,request,okay can i have the address phone number and the post code of the restaurant
22854,request,what is the address
22855,thankyou,thank you good bye
22856,inform,uh looking for a restaurant in the west part of town that serves canapes food
22857,reqalts,okay is there a restaurant that serves thai food
22858,affirm,yes
22859,request,and can i have the address phone number and price range of the restaurant please
22860,request,okay whats the price range
22861,thankyou,thank you good bye
22862,null,sil
22863,inform,cheap restaurant
22864,affirm,correct
22865,inform,west part of town
22866,affirm,right
22867,request,what is the address and phone number
22868,thankyou,thank you
22869,thankyou,thank thank
22870,thankyou,thank you
22871,thankyou,thank you good bye
22872,inform,expensive restaurant south part of town
22873,inform,i dont care
22874,request,i need a phone number
22875,thankyou,thank you good bye
22876,inform,restaurant south part of town christmas food
22877,inform,christmas
22878,inform,chinese
22879,inform,south
22880,null,unintelligible
22881,inform,south part of town
22882,inform,any
22883,request,address
22884,request,address
22885,thankyou,thank you good bye
22886,inform,restaurant south part of town
22887,inform,international food
22888,affirm,yes
22889,inform,chinese food
22890,inform,chinese
22891,request,address and price range
22892,request,price range
22893,thankyou,thank you good bye
22894,inform,japanese food
22895,null,unintelligible
22896,request,address
22897,request,what is the phone number
22898,null,breathing
22899,inform,unintelligible part of town cheap restaurant
22900,inform,north part of town
22901,null,unintelligible
22902,null,unintelligible
22903,null,unintelligible
22904,null,unintelligible
22905,reqalts,anything else
22906,null,unintelligible
22907,null,unintelligible
22908,null,unintelligible
22909,thankyou,thank you good bye
22910,inform,kosher food
22911,null,sil
22912,inform,food
22913,inform,korean food
22914,null,unintelligible
22915,inform,korean
22916,inform,korean
22917,bye,good bye
22918,inform,korean food
22919,null,unintelligible
22920,inform,korean
22921,request,address
22922,request,address
22923,request,address
22924,request,address and phone number
22925,request,phone number
22926,thankyou,thank you good bye
22927,inform,im looking for a restaurant in any area that
22928,inform,serves lebanese
22929,negate,no
22930,negate,no
22931,inform,i dont care
22932,inform,i want lebanese food
22933,inform,i dont care
22934,inform,i want something that serves lebanese food
22935,inform,lebanese
22936,request,what is the phone number and post code
22937,request,what is the post code
22938,thankyou,thank you good bye
22939,inform,im looking for
22940,null,sil
22941,inform,south part of town
22942,affirm,yes
22943,reqalts,is there anything else
22944,request,what is the phone number
22945,request,and type of food
22946,request,i want to know the phone number
22947,request,what type of food do they serve
22948,thankyou,thank you good bye
22949,inform,i want to find an expensive restaurant in the east part of town
22950,inform,i dont care
22951,request,what is the address
22952,thankyou,thank you goodbye
22953,inform,i want an expensive restaurant
22954,null,unintelligible
22955,inform,african
22956,inform,expensive
22957,inform,i dont care
22958,inform,expensive
22959,confirm,does it serve african food
22960,negate,no african
22961,confirm,does it serve african
22962,request,does it serve
22963,inform,african food
22964,inform,african food
22965,inform,i want african food
22966,request,what is the phone number
22967,request,what is the phone number
22968,thankyou,thank you good bye
22969,inform,im trying to find a moderately priced restaurant that serves swedish food
22970,reqalts,what about asian oriental
22971,reqalts,how about asian oriental food
22972,affirm,yes
22973,affirm,yes
22974,request,what is the address and phone number
22975,thankyou,thank you good bye
22976,inform,im looking for an expensive restaurant in the east part of town
22977,inform,i dont care
22978,inform,in the east
22979,inform,expensive
22980,inform,expensive
22981,inform,expensive
22982,request,what is the address
22983,request,what is the phone number
22984,request,what type of food do they serve
22985,thankyou,thank you good bye
22986,inform,i want to find international food
22987,inform,international food
22988,negate,no international
22989,inform,im looking for international
22990,inform,any area
22991,inform,i want to find a restaurant in any area
22992,inform,i dont care
22993,affirm,yes
22994,inform,i dont care
22995,request,what is the address and phone number
22996,thankyou,thank you good bye
22997,inform,im looking for a restaurant that serves unintelligible food
22998,null,unintelligible
22999,inform,unintelligible food
23000,null,unintelligible
23001,inform,im looking for a restaurant serving unintelligible
23002,null,unintelligible
23003,null,how about unintelligible
23004,inform,im looking for
23005,inform,im looking for a restaurant that serves unintelligible
23006,negate,no
23007,negate,no
23008,negate,no im looking for a unintelligible swiss food
23009,affirm,yes
23010,null,how about unintelligible
23011,null,how about
23012,inform,vietnamese
23013,reqalts,how about vietnamese food
23014,null,whats the unintelligible
23015,request,what is the address
23016,thankyou,thank you goodbye
23017,hello,hi im looking for a restaurant that serves irish food
23018,inform,what about a restaurant serving thai food
23019,reqalts,is there a restaurant serving thai food
23020,inform,i dont care
23021,inform,i dont care
23022,request,whats the address
23023,request,and the phone number
23024,thankyou,thank you good bye
23025,null,um
23026,inform,spanish food
23027,negate,no
23028,inform,spanish spanish food spanish
23029,inform,spanish
23030,null,unintelligible
23031,inform,spanish
23032,inform,spanish
23033,inform,spanish
23034,negate,no
23035,inform,spanish
23036,inform,spanish
23037,inform,spanish
23038,inform,spanish
23039,affirm,yes
23040,inform,a cheap restaurant
23041,inform,cheap restaurant
23042,inform,spanish
23043,inform,cheap restaurant spani
23044,request,address
23045,thankyou,thank you thank you
23046,thankyou,thank you goodbye
23047,affirm,yes can i have an expensive restaurant in the east
23048,inform,doesnt matter
23049,affirm,yes
23050,null,unintelligible
23051,reqalts,anything else
23052,request,can i get the phone number
23053,thankyou,thank you good bye
23054,inform,international food
23055,inform,international food in the west part of
23056,affirm,yes
23057,inform,west
23058,inform,west
23059,inform,center
23060,inform,center
23061,inform,center
23062,inform,dont care
23063,request,phone number
23064,request,phone number
23065,request,price range
23066,thankyou,thank you good bye
23067,inform,moderate price restaurant
23068,inform,dont care
23069,inform,west
23070,request,the address
23071,request,the phone number
23072,inform,the food
23073,request,type of food
23074,inform,food
23075,bye,alright thank you good bye
23076,inform,um indian food in the north part
23077,inform,dont care
23078,request,address
23079,request,the address
23080,request,the phone number
23081,thankyou,thank you good bye
23082,affirm,yes can i have a moderate priced restaurant
23083,inform,venesian
23084,inform,gastropub
23085,negate,no
23086,inform,gastropub
23087,affirm,yes
23088,request,address
23089,request,phone number
23090,request,area
23091,request,area
23092,request,area
23093,request,area
23094,request,area
23095,request,the area
23096,request,area
23097,request,location
23098,request,area
23099,request,area
23100,request,area
23101,request,area
23102,request,area
23103,request,area
23104,request,area
23105,request,area
23106,request,area
23107,thankyou,thank you good bye
23108,affirm,yes could i have
23109,inform,european food
23110,inform,west
23111,request,phone number
23112,request,phone number
23113,request,phone number
23114,request,the address
23115,thankyou,thank you good bye
23116,inform,can i have mediterranean food
23117,inform,dont care
23118,inform,dont care
23119,reqalts,anything else
23120,request,the address
23121,thankyou,thank you good bye
23122,affirm,yeah im in the west part of town and im looking for some vietnamese
23123,inform,vietnamese food
23124,request,okay whats the phone number
23125,request,and whats the post code
23126,thankyou,thank you good bye
23127,inform,im looking for an expensive restaurant
23128,inform,i dont care
23129,inform,east part of town
23130,reqalts,is there anything else
23131,request,what is the address and phone number
23132,thankyou,thank you good bye
23133,inform,im looking for irish food in any price range
23134,negate,no
23135,inform,irish food
23136,inform,irish food
23137,inform,thai food
23138,inform,thai food
23139,inform,thai food
23140,inform,thai food
23141,negate,no thai food
23142,reqalts,how about thai food
23143,inform,thai food
23144,inform,i dont care
23145,inform,i dont care
23146,request,the address and phone number
23147,thankyou,thank you good bye
23148,inform,im looking for cheap food in the north of town
23149,inform,i dont care
23150,reqalts,is there anything else
23151,request,the address and phone number
23152,request,phone number
23153,thankyou,thank you good bye
23154,inform,im looking for expensive welsh food
23155,affirm,yes
23156,inform,korean food
23157,inform,korean
23158,request,what area
23159,request,what area of town
23160,request,the address
23161,thankyou,thank you good bye
23162,inform,mexican food
23163,request,the address and phone number
23164,thankyou,thank you good bye
23165,inform,id like a restaurant in any area that serves
23166,inform,persian food
23167,reqalts,how about vietnamese food
23168,inform,vietnamese
23169,request,what is the address and phone number
23170,request,what is the address
23171,thankyou,thank you good bye
23172,hello,hi i need a restaurant in any area
23173,inform,spanish
23174,inform,i dont care
23175,reqalts,anything else
23176,request,the address
23177,thankyou,thank you good bye
23178,hello,hi im looking for a moderately priced restaurant
23179,inform,east part of town
23180,inform,i dont care
23181,reqalts,anything else
23182,request,what is the address of that venue
23183,thankyou,thank you good bye
23184,null,sigh
23185,inform,danish
23186,inform,danish
23187,inform,international
23188,inform,any area
23189,inform,i dont care
23190,null,sil
23191,request,what is the phone number
23192,request,no thats post code
23193,thankyou,thank you good bye
23194,inform,im looking for a moderate priced restaurant that serves kosher food
23195,reqalts,how about asian oriental
23196,reqalts,how about asian oriental
23197,inform,im looking for a moderately priced restaurant that serves asian
23198,negate,no im looking for asian oriental
23199,request,what is the address and phone number
23200,thankyou,thank you good bye
23201,inform,id like a cheap restaurant in the west part of town
23202,inform,i dont care
23203,reqalts,anything else
23204,request,could i have the address and phone number please
23205,thankyou,thank you good bye
23206,inform,could i find an expensive restaurant that serves european food please
23207,affirm,right
23208,inform,i dont care
23209,request,could i have the address phone number and area
23210,request,could i have the area please
23211,thankyou,thank you good bye
23212,inform,yea id like a moderately priced restaurant in the west
23213,inform,i dont care
23214,request,could i have the uh address and post code please
23215,thankyou,thank you good bye
23216,affirm,yes id like an expensive restaurant in the east part of town
23217,inform,i dont care
23218,request,can i have the phone number please
23219,thankyou,thank you good bye
23220,inform,could i have a moderately priced restaurant in the east part of town
23221,inform,i dont care
23222,affirm,yes
23223,request,could i have the address phone number and postcode
23224,request,and the postcode
23225,thankyou,thank you goodbye
23226,inform,cheap restaurant
23227,inform,dont know
23228,inform,dont care
23229,inform,south
23230,inform,south
23231,inform,south
23232,affirm,yes
23233,request,phone number
23234,request,phone number
23235,request,type of food
23236,request,type of food
23237,thankyou,thank you good bye
23238,null,new
23239,inform,dont care
23240,inform,east
23241,inform,cheap
23242,request,address
23243,request,address
23244,request,address
23245,request,phone number
23246,request,what type of food do they serve
23247,thankyou,thank you good bye
23248,inform,restaurant in the east side of town
23249,inform,south side of town
23250,null,unintelligible
23251,inform,find a restaurant in the south part of town
23252,negate,no
23253,inform,italian
23254,affirm,yeah
23255,inform,dont care
23256,request,phone number
23257,request,what is their phone number
23258,request,what is their phone number
23259,thankyou,thank you good bye
23260,inform,polish food
23261,inform,thai food
23262,inform,thai food
23263,affirm,correct
23264,affirm,yes
23265,inform,dont care
23266,inform,doesnt matter
23267,inform,doesnt matter
23268,inform,dont care
23269,request,address
23270,request,what is there address
23271,request,what is there phone number
23272,thankyou,thank you good bye
23273,inform,austrian food
23274,inform,spanish food
23275,inform,spanish food
23276,inform,spanish food
23277,inform,spanish
23278,inform,restaurant serving spanish food
23279,affirm,yes
23280,inform,dont care
23281,inform,dont care
23282,request,address
23283,request,price range
23284,thankyou,thank you good bye
23285,inform,spanish food
23286,inform,spanish
23287,inform,spanish
23288,negate,no
23289,negate,no
23290,negate,no
23291,inform,dont care
23292,inform,dont care
23293,inform,spanish food
23294,thankyou,thank you good bye
23295,inform,unusual food
23296,affirm,yes
23297,inform,italian food
23298,inform,south
23299,inform,south
23300,inform,south
23301,inform,south
23302,inform,south
23303,affirm,yeah
23304,inform,dont care
23305,request,phone number
23306,request,what is their phone number
23307,request,post code
23308,request,what is their post code
23309,thankyou,thank you and good bye
23310,inform,spanish food
23311,inform,spanish
23312,inform,spanish
23313,inform,any area
23314,inform,any price range
23315,reqalts,is there anything else
23316,request,phone number
23317,request,phone number
23318,bye,good bye
23319,inform,something catalan food
23320,inform,international
23321,inform,uh anywhere
23322,inform,anywhere
23323,inform,any price range
23324,request,address
23325,bye,good bye
23326,inform,the north part of town
23327,inform,any
23328,inform,cheap
23329,request,phone number
23330,request,phone number
23331,bye,good bye
23332,inform,east part
23333,inform,swiss
23334,negate,no
23335,negate,no
23336,inform,swiss
23337,inform,indian food
23338,affirm,yes
23339,inform,dont care
23340,request,address
23341,request,address
23342,request,phone number
23343,thankyou,thank you good bye
23344,inform,austro food
23345,inform,austro food
23346,inform,modern european
23347,affirm,yea
23348,inform,dont care
23349,inform,dont care
23350,request,phone number
23351,request,phone number
23352,thankyou,thank you good bye
23353,inform,uh cheap restaurant malaysian food
23354,inform,uh italian food
23355,inform,cheap restaurant uh italian food
23356,inform,i dont care
23357,request,address
23358,request,uh phone number
23359,thankyou,okay thank you good bye
23360,inform,i want to find a restaurant in the we
23361,inform,with malaysian food
23362,inform,malaysian food
23363,inform,malaysian food
23364,null,how about tha
23365,inform,thai food
23366,inform,thai
23367,inform,thai food
23368,inform,the west part of town
23369,request,where is it
23370,request,where is it
23371,null,whats the ph
23372,request,the price range
23373,thankyou,thank you goodbye
23374,inform,expensive restaurant
23375,inform,expensive
23376,affirm,right east part of town
23377,inform,its expensive
23378,request,address
23379,thankyou,thank you good bye
23380,inform,traditional food
23381,inform,spanish food
23382,inform,moderately priced
23383,null,noise
23384,request,address
23385,request,phone number
23386,request,post code
23387,thankyou,thank you good bye
23388,inform,english food
23389,inform,chinese food
23390,inform,any area
23391,inform,moderately priced
23392,request,phone number
23393,request,phone number
23394,thankyou,thank you good bye
23395,inform,south part of town
23396,inform,any kind
23397,inform,south part of town
23398,inform,moderate
23399,request,phone number
23400,request,address
23401,thankyou,thank you good bye
23402,inform,cheap restaurant
23403,inform,any type
23404,affirm,right
23405,inform,south
23406,inform,south
23407,inform,south
23408,reqalts,anything else
23409,request,address
23410,thankyou,thank you good b
23411,thankyou,thank you good bye
23412,inform,cheap restaurant
23413,inform,any kind
23414,inform,north part of town
23415,inform,cheap
23416,reqalts,anything else
23417,reqalts,anything else
23418,request,address
23419,request,phone number
23420,thankyou,thank you goodbye
23421,inform,chinese food
23422,inform,west
23423,inform,british food
23424,inform,british food
23425,affirm,yes
23426,inform,any range
23427,request,address
23428,request,address
23429,request,phone number
23430,request,price range
23431,thankyou,thank you good bye
23432,inform,for a moderately priced restaurant
23433,inform,and it should be in the north part of town
23434,inform,moderately priced
23435,affirm,right
23436,null,unintelligible
23437,request,what is the address and type of food
23438,thankyou,okay thank you good bye
23439,inform,im looking for an expensive restaurant that serves australian food
23440,reqalts,how about british food
23441,reqalts,how about british type of food
23442,reqalts,how about british type of food
23443,inform,it doesnt matter
23444,request,what is the phone number
23445,thankyou,thank you good bye
23446,inform,im looking for an expensive restaurant that serves european food
23447,inform,any
23448,request,whats the address
23449,request,whats the phone number
23450,thankyou,thank you good bye
23451,inform,im looking for a restaurant in the east part of town that serves international
23452,inform,international
23453,request,whats the phone number
23454,request,whats the price range
23455,thankyou,thank you good bye
23456,inform,im looking for an expensive restaurant in the south
23457,inform,any
23458,inform,south
23459,reqalts,anything else
23460,request,whats the address
23461,request,and the phone number
23462,request,and the post code
23463,thankyou,thank you good bye
23464,inform,im looking for an expensive restaurant that serves thai food
23465,inform,any
23466,inform,any
23467,negate,no thank you good bye
23468,request,whats the address
23469,request,and the phone number
23470,thankyou,thank you good bye
23471,null,sil
23472,inform,i am looking for belgium food
23473,inform,in an expensive restaurant
23474,inform,belgium food
23475,reqalts,how about korean
23476,null,okay
23477,reqalts,is there any restaurant
23478,inform,im looking for an expensive restaurant
23479,inform,i am looking for an expensive restaurant
23480,reqalts,how about korean food
23481,request,may i have the address and area
23482,request,what about the area
23483,inform,of this restaurant
23484,request,area
23485,request,part of town
23486,request,what is the address
23487,null,okay
23488,thankyou,thank you
23489,thankyou,thank you good bye
23490,null,noise
23491,inform,noise i am looking for a moderately priced restaurant unintelligible
23492,inform,korean food
23493,inform,what about a moderately priced re
23494,reqalts,how about europea
23495,inform,moderate european food
23496,reqalts,how about a moderately priced restauran
23497,inform,in the south part
23498,null,what is available in the ar
23499,inform,indian food
23500,inform,chinese food
23501,inform,chinese
23502,inform,chinese food
23503,inform,im looking for a moderately priced restaurant
23504,inform,indian
23505,inform,im looking for a moderately priced restaurant in the south part of town
23506,request,what is the address
23507,confirm,is it in the south part of town
23508,inform,im looking for a moderately priced restaurant
23509,inform,south part of town
23510,null,suggestions
23511,request,what food is available in the south part of town
23512,ack,good
23513,request,what is the address
23514,thankyou,thank you
23515,bye,goodbye
23516,null,sil
23517,null,sil
23518,inform,i would like to find a cheap restaurant and it should be in the south
23519,inform,in the south part of town
23520,affirm,yes
23521,request,may i get the address and phone number
23522,thankyou,thank you good bye
23523,inform,im looking for a cheap restaurant
23524,inform,vegetarian food please
23525,null,unintelligible
23526,null,unintelligible
23527,null,unintelligible
23528,null,unintelligible
23529,null,unintelligible
23530,reqalts,how about european food
23531,affirm,yes
23532,reqalts,is there anything else
23533,reqalts,how about an expensive restaurant
23534,inform,im looking for an expensive restaurant in a
23535,affirm,yes
23536,inform,the south part of town please
23537,null,how about
23538,inform,the center of town
23539,inform,the center of town
23540,affirm,yes
23541,affirm,yes
23542,request,may i have the address
23543,request,may i have the phone number
23544,thankyou,thank you
23545,bye,goodbye
23546,inform,im looking for a moderately prices restaurant
23547,inform,irish food
23548,reqalts,how about a castro pub
23549,reqalts,how about a castro pub type of food
23550,affirm,yes
23551,request,may i have the address please
23552,request,what is the phone number
23553,request,what is the area of this venue
23554,thankyou,thank you good bye
23555,inform,indonesian food
23556,inform,european food
23557,inform,center
23558,inform,cheap
23559,inform,moderate
23560,inform,expensive
23561,request,phone number
23562,request,phone number
23563,request,post code
23564,thankyou,thank you good bye
23565,inform,um im looking for a restaurant in north part of town
23566,inform,indonesian food
23567,inform,indonesian
23568,inform,um is there one selling indian
23569,inform,is the one that serves indian food
23570,affirm,yes
23571,inform,any is okay
23572,inform,i dont care
23573,request,can i have the address the phone number
23574,request,the price range
23575,request,okay can i have the address and the phone number
23576,request,whats the phone number
23577,thankyou,thank you good bye
23578,hello,hello im looking for a moderately priced restaurant in thr
23579,inform,unintelligible i dont care
23580,affirm,yes
23581,confirm,is it moderately
23582,inform,north part of town
23583,request,offer you the phone number and address
23584,thankyou,thank you good bye
23585,inform,im looking for a restaurant in the south part of town
23586,inform,caribbean
23587,inform,caribbean food
23588,inform,caribbean foo
23589,inform,caribbean
23590,inform,caribbean
23591,negate,no caribbean
23592,null,uh
23593,inform,how bout italian foo
23594,affirm,yes
23595,inform,how bout che italian food
23596,inform,how bout i italian food
23597,inform,i dont care
23598,request,can i have the phone number
23599,inform,i dont care
23600,null,can i have the noise
23601,request,can i have the phone number
23602,request,can i have the phone nu
23603,thankyou,thank you goodbye
23604,inform,can i have a cheap restaurant
23605,inform,it doesnt matter
23606,affirm,yes
23607,inform,the east part
23608,request,what type of food
23609,request,what type of food does the missing sock serve
23610,request,what is the address
23611,request,can i have the address
23612,request,what is the address of the missing sock
23613,request,what type of food
23614,request,what type of food does the missing sock ser
23615,request,can i have the address
23616,null,what
23617,thankyou,thank you goodbye
23618,inform,can i have a cheap restaurant
23619,inform,it doesnt matter
23620,affirm,right
23621,inform,the east
23622,request,can i have the phone number
23623,request,and can i have the post code
23624,thankyou,thank you good bye
23625,inform,could i have a restaurant in the center
23626,inform,brazillian
23627,reqalts,what about asian oriental
23628,reqalts,what about asian oriental food
23629,affirm,right
23630,affirm,yes
23631,affirm,yes
23632,inform,it doesnt matter
23633,request,can i have the phone number
23634,thankyou,thank you good bye
23635,inform,can i have a restaurant in the north
23636,inform,cuban
23637,reqalts,how about asian oriental food
23638,reqalts,what about asian oriental food
23639,request,can i have the address
23640,request,and whats the phone number
23641,thankyou,thank you good bye
23642,inform,in the center
23643,null,croatia
23644,inform,north american
23645,request,phone number
23646,request,phone number
23647,request,the phone number
23648,thankyou,thank you
23649,thankyou,thank you
23650,bye,good bye
23651,bye,good bye
23652,inform,moderately priced
23653,inform,creative
23654,inform,european
23655,inform,european
23656,inform,any area
23657,request,address
23658,request,post code
23659,thankyou,thank you
23660,bye,good bye
23661,inform,cheap restaurant
23662,inform,the south part
23663,inform,any food
23664,reqalts,anything else
23665,request,address
23666,request,what type of food
23667,bye,good bye
23668,null,sil
23669,inform,cheap restaurant
23670,inform,in the south part of town
23671,affirm,yes
23672,affirm,yes
23673,inform,south
23674,reqalts,anything else
23675,request,address
23676,request,phone number
23677,bye,bye
23678,inform,moderately priced in east part of town
23679,inform,any
23680,affirm,yes
23681,reqalts,anything else
23682,request,address
23683,request,phone number
23684,request,type of food
23685,request,type of food
23686,thankyou,thank you good bye
23687,inform,restaurant in the center serving persian food
23688,inform,thai food
23689,inform,center
23690,request,address
23691,request,address
23692,request,phone number
23693,thankyou,thank you good bye
23694,inform,moderately priced restaurant in east part
23695,inform,any
23696,request,phone number
23697,request,phone number
23698,thankyou,thank you good bye
23699,inform,west part of town
23700,inform,malaysian
23701,inform,thai
23702,affirm,yes
23703,request,address
23704,request,address
23705,request,phone number
23706,request,price range
23707,thankyou,thank you good bye
23708,inform,spanish food
23709,inform,i dont care
23710,affirm,yes
23711,inform,cheap
23712,request,address
23713,request,post code
23714,thankyou,thank you good bye
23715,null,sil
23716,null,sil
23717,inform,cheap restaurant
23718,inform,international food
23719,request,address
23720,request,post code
23721,thankyou,thank you good bye
23722,null,noise
23723,inform,north part of town
23724,inform,moderately priced
23725,inform,doesnt matter
23726,affirm,yes
23727,inform,north
23728,null,noise
23729,request,phone number
23730,request,phone number
23731,thankyou,thank you good bye
23732,null,sil
23733,inform,moderately priced
23734,affirm,yes
23735,null,noise
23736,inform,east part of town
23737,null,noise
23738,inform,next restaurant
23739,null,noise
23740,request,address
23741,thankyou,thank you good bye
23742,null,sil
23743,inform,scottish
23744,inform,scottish
23745,thankyou,thank you goodbye
23746,inform,russian food
23747,inform,russian
23748,negate,no
23749,inform,russian
23750,inform,any
23751,affirm,yes
23752,inform,i dont care
23753,affirm,yes
23754,affirm,yes
23755,thankyou,thank you good bye
23756,inform,im looking for an expensive restaurant in the south part of town
23757,inform,it doesnt matter
23758,request,the address
23759,thankyou,thank you good bye
23760,inform,im looking for a cheap restaurant in the south part of town
23761,inform,it doesnt matter
23762,request,whats the address
23763,request,whats the phone number
23764,thankyou,thank you
23765,inform,moderately priced restaurant in the west part of town
23766,null,unintelligible
23767,inform,moderately
23768,request,address
23769,request,address
23770,request,post code
23771,thankyou,thank you good bye
23772,inform,looking for a restaurant in any area
23773,inform,serving lebanese food
23774,request,whats the phone number and address
23775,thankyou,thank you good bye
23776,inform,restaurant in the center
23777,inform,spanish food
23778,affirm,yes spanish food
23779,inform,any
23780,request,address phone number postcode
23781,request,phone number
23782,request,postcode
23783,thankyou,thank you goodbye
23784,null,noise
23785,inform,cheap
23786,inform,the east part of town
23787,request,what is the address
23788,request,what is the phone number
23789,thankyou,thank you good bye
23790,inform,i would like portuguese food
23791,inform,the south
23792,request,what is the address
23793,thankyou,thank you good bye
23794,null,noise
23795,inform,expensive russian food
23796,reqalts,how about russian food
23797,reqalts,how about russian food
23798,affirm,yes
23799,reqalts,how about expensive british
23800,negate,no
23801,reqalts,how about british food
23802,affirm,yes
23803,inform,it doesnt matter
23804,request,what is the phone number
23805,thankyou,thank you good bye
23806,null,unintelligible
23807,inform,uh turkish
23808,inform,in the center part of town french food
23809,inform,moderate
23810,reqalts,is there anything else
23811,request,what is the address
23812,thankyou,thank you good bye
23813,inform,id like to find a spanish restaurant in the center
23814,affirm,yes
23815,affirm,yea
23816,inform,i dont care
23817,reqalts,is there anything else
23818,request,can i get the address and phone number
23819,thankyou,great thank you good bye
23820,inform,i want a restaurant in any area that serves
23821,inform,traditional food
23822,inform,alright i want a restaurant in any
23823,inform,i want a restaurant in any area that serves vietnamese food
23824,affirm,yes
23825,request,the address and phone number
23826,thankyou,thank you good bye
23827,inform,im looking for french food
23828,inform,i dont care
23829,inform,i dont care
23830,request,whats the address
23831,request,whats the phone number
23832,request,whats the area
23833,thankyou,thank you good bye
23834,inform,im looking for a restaurant in any area that serves malaysian food
23835,inform,im looking for a restaurant in any area that serves north american type
23836,affirm,ye
23837,request,whats the address
23838,request,whats the phone number
23839,request,price range
23840,thankyou,thank you goodbye
23841,inform,im looking for a moderately priced restaurant that serves polish food
23842,negate,no
23843,inform,im looking for a moderately priced
23844,inform,polish food
23845,inform,what about turkish
23846,inform,im looking for a moderately priced restaurant that serves turkish food
23847,inform,moderately priced restaurant turkish food
23848,inform,it doesnt matter
23849,request,what is the address
23850,thankyou,thank you good bye
23851,inform,im looking for a restaurant that serves expensive food or expensive
23852,inform,portugese
23853,reqalts,how about mediterranean food
23854,inform,change that to mediterranean food
23855,inform,change that to mediterranean food
23856,request,whats the address
23857,inform,i dont care
23858,request,the address
23859,request,whats the phone number
